Name,Furniture Type,Material,Color,Feel,Is_Accessory,Dimensions (cm)
Classic Pine Bed Model 9375,Bed,Pine,Black,Bohemian,TRUE,142x162x99
Premium Plywood Sofa Model 3438,Sofa,Plywood,Mahogany,Minimalist,FALSE,91x47x26
Compact Plastic Recliner Model 6320,Recliner,Plastic,Green,Rustic,TRUE,120x79x158
Wood Bench Model 6301,Bench,Wood,Green,Japanese,FALSE,36x34x186
Fabric Stool Model 4666,Stool,Fabric,Walnut Finish,Modern,FALSE,174x118x200
Plywood Dresser Model 9132,Dresser,Plywood,Black,Japanese,TRUE,173x133x147
Marble Dining Table Model 8419,Dining Table,Marble,Oak Finish,Minimalist,TRUE,38x152x144
Wood Dresser Model 6287,Dresser,Wood,Brown,Modern,FALSE,173x82x135
Compact Teak Wardrobe Model 4901,Wardrobe,Teak,Red,Industrial,FALSE,177x177x165
Premium Glass Recliner Model 8828,Recliner,Glass,Green,Traditional,FALSE,49x102x71
Classic Plywood Bed Model 6239,Bed,Plywood,Espresso,Mid-Century,TRUE,131x14x31
Bamboo Sofa Model 7518,Sofa,Bamboo,Blue,Traditional,FALSE,78x174x14
Aluminum Nightstand Model 6366,Nightstand,Aluminum,Yellow,Japanese,FALSE,18x163x99
Deluxe Walnut Recliner Model 9227,Recliner,Walnut,Yellow,Scandinavian,FALSE,196x49x109
Bamboo Coffee Table Model 4366,Coffee Table,Bamboo,Natural,Bohemian,TRUE,83x29x119
Premium Steel Sofa Model 5413,Sofa,Steel,Yellow,Minimalist,TRUE,199x134x141
Bamboo Table Model 7451,Table,Bamboo,Beige,Japanese,TRUE,32x41x48
Fabric Sofa Model 6443,Sofa,Fabric,Walnut Finish,Traditional,TRUE,51x63x71
Aluminum Bed Model 8963,Bed,Aluminum,Blue,Bohemian,FALSE,10x186x191
Vintage Bamboo Stool Model 8027,Stool,Bamboo,Oak Finish,Minimalist,FALSE,189x39x76
Glass Bed Model 9139,Bed,Glass,Brown,Scandinavian,FALSE,58x46x61
Plywood Bench Model 9029,Bench,Plywood,Red,Industrial,TRUE,35x183x89
Extendable Wood Cabinet Model 4033,Cabinet,Wood,Yellow,Rustic,TRUE,133x76x38
Plywood Nightstand Model 2073,Nightstand,Plywood,Beige,Mid-Century,FALSE,46x97x22
Marble Bench Model 4706,Bench,Marble,White,Minimalist,TRUE,157x103x101
Fabric Recliner Model 4665,Recliner,Fabric,Yellow,Traditional,TRUE,135x63x127
Fabric Nightstand Model 9529,Nightstand,Fabric,White,Industrial,TRUE,118x184x28
Modern Marble Cabinet Model 4921,Cabinet,Marble,White,Modern,TRUE,71x177x63
Classic Steel Chair Model 6376,Chair,Steel,Natural,Mid-Century,TRUE,76x113x157
Vintage Bamboo Bookshelf Model 2697,Bookshelf,Bamboo,Oak Finish,Rustic,TRUE,56x68x53
Bamboo Chair Model 9580,Chair,Bamboo,Red,Industrial,FALSE,25x194x157
Glass Wardrobe Model 5072,Wardrobe,Glass,Yellow,Modern,FALSE,153x122x142
Modern Fabric Stool Model 3029,Stool,Fabric,Yellow,Scandinavian,FALSE,199x151x57
Extendable Leather Cabinet Model 9451,Cabinet,Leather,Cream,Japanese,TRUE,124x27x105
Marble Sofa Model 8358,Sofa,Marble,Gray,Modern,FALSE,79x192x163
Bamboo Dresser Model 8278,Dresser,Bamboo,Natural,Industrial,FALSE,199x69x149
Deluxe Steel Sofa Model 8297,Sofa,Steel,Gray,Industrial,FALSE,111x53x88
Wicker Nightstand Model 8202,Nightstand,Wicker,Brown,Japanese,TRUE,13x92x69
Compact Wicker Nightstand Model 9499,Nightstand,Wicker,Cream,Contemporary,FALSE,151x195x35
Pine Sofa Model 3935,Sofa,Pine,Beige,Japanese,TRUE,142x92x24
Oak Cabinet Model 5592,Cabinet,Oak,Walnut Finish,Contemporary,TRUE,97x141x134
Glass Nightstand Model 7080,Nightstand,Glass,Red,Modern,FALSE,35x92x70
Oak Stool Model 1264,Stool,Oak,Natural,Mid-Century,FALSE,184x136x25
Modern Glass Coffee Table Model 2484,Coffee Table,Glass,Espresso,Industrial,FALSE,188x33x36
Wicker Bench Model 1418,Bench,Wicker,Mahogany,Industrial,FALSE,62x195x39
Plastic Stool Model 4774,Stool,Plastic,Cream,Japanese,TRUE,129x12x65
Marble Recliner Model 1450,Recliner,Marble,Cream,Industrial,TRUE,23x13x83
Modern Bamboo Nightstand Model 8812,Nightstand,Bamboo,White,Japanese,FALSE,56x79x124
Aluminum Wardrobe Model 5423,Wardrobe,Aluminum,Brown,Bohemian,TRUE,47x102x92
Pine Chair Model 3202,Chair,Pine,Green,Minimalist,TRUE,95x193x66
Slim Pine Coffee Table Model 2960,Coffee Table,Pine,Walnut Finish,Mid-Century,TRUE,196x18x169
Fabric Nightstand Model 1371,Nightstand,Fabric,Beige,Traditional,FALSE,188x189x92
Walnut Table Model 7789,Table,Walnut,Beige,Modern,FALSE,81x92x121
Oak Bench Model 2301,Bench,Oak,Red,Contemporary,FALSE,77x85x57
Wicker Chair Model 6923,Chair,Wicker,Brown,Japanese,FALSE,186x180x93
Fabric Dining Table Model 1157,Dining Table,Fabric,Espresso,Rustic,TRUE,22x39x196
Classic Plywood Coffee Table Model 4976,Coffee Table,Plywood,Red,Minimalist,TRUE,67x75x170
Plastic Bed Model 6719,Bed,Plastic,Oak Finish,Japanese,TRUE,109x171x132
Marble Table Model 5452,Table,Marble,Black,Rustic,FALSE,89x142x75
Deluxe Wood Table Model 5813,Table,Wood,Natural,Japanese,FALSE,75x101x74
Leather Armchair Model 5844,Armchair,Leather,Beige,Industrial,FALSE,99x53x102
Wood Dining Table Model 3326,Dining Table,Wood,Brown,Contemporary,FALSE,118x44x90
Leather Armchair Model 4152,Armchair,Leather,Natural,Modern,FALSE,164x94x199
Steel Bed Model 3795,Bed,Steel,Beige,Modern,TRUE,108x100x55
Wood Nightstand Model 7031,Nightstand,Wood,Beige,Modern,TRUE,88x71x37
Premium Wood Bench Model 9147,Bench,Wood,Red,Modern,FALSE,133x133x194
Walnut Coffee Table Model 1653,Coffee Table,Walnut,Gray,Modern,TRUE,50x189x73
Eco Marble Sofa Model 8730,Sofa,Marble,Red,Bohemian,FALSE,106x35x115
Walnut Bookshelf Model 7221,Bookshelf,Walnut,Brown,Rustic,FALSE,103x174x139
Plastic Desk Model 2376,Desk,Plastic,Cream,Rustic,TRUE,57x140x27
Teak Bed Model 8273,Bed,Teak,Espresso,Industrial,FALSE,200x184x184
Pine Bookshelf Model 3574,Bookshelf,Pine,Red,Traditional,FALSE,193x93x157
Oak Bed Model 5904,Bed,Oak,Oak Finish,Rustic,FALSE,15x11x157
Leather Wardrobe Model 5179,Wardrobe,Leather,Blue,Contemporary,TRUE,158x49x174
Bamboo Wardrobe Model 9099,Wardrobe,Bamboo,Mahogany,Contemporary,FALSE,72x132x111
Leather Recliner Model 8700,Recliner,Leather,Espresso,Rustic,FALSE,145x21x92
Modern Plastic Dresser Model 6744,Dresser,Plastic,Oak Finish,Scandinavian,FALSE,41x118x42
Plastic Armchair Model 8499,Armchair,Plastic,Red,Bohemian,FALSE,24x187x166
Marble Bed Model 4108,Bed,Marble,Black,Traditional,TRUE,107x74x42
Premium Marble Bench Model 4450,Bench,Marble,Cream,Traditional,FALSE,13x145x100
Pine Dining Table Model 6219,Dining Table,Pine,Oak Finish,Mid-Century,TRUE,170x105x177
Oak Dining Table Model 7810,Dining Table,Oak,Espresso,Industrial,FALSE,81x124x132
Slim Walnut Recliner Model 5451,Recliner,Walnut,Oak Finish,Modern,FALSE,24x44x103
Oak Table Model 7037,Table,Oak,Black,Minimalist,FALSE,168x82x19
Fabric Bench Model 3165,Bench,Fabric,Espresso,Minimalist,TRUE,135x76x78
Wicker Bookshelf Model 8756,Bookshelf,Wicker,Blue,Minimalist,FALSE,63x71x96
Aluminum Bookshelf Model 1432,Bookshelf,Aluminum,Natural,Minimalist,FALSE,65x12x185
Aluminum Armchair Model 3142,Armchair,Aluminum,Red,Mid-Century,TRUE,131x109x156
Corner Plywood Bench Model 9158,Bench,Plywood,Beige,Contemporary,FALSE,50x198x175
Teak Dining Table Model 4846,Dining Table,Teak,Green,Japanese,FALSE,166x148x17
Vintage Pine Desk Model 6017,Desk,Pine,Red,Bohemian,FALSE,60x187x102
Wood Chair Model 7522,Chair,Wood,Red,Traditional,FALSE,100x67x132
Deluxe Teak Recliner Model 9609,Recliner,Teak,Espresso,Mid-Century,FALSE,37x117x83
Marble Bed Model 4162,Bed,Marble,Black,Bohemian,FALSE,158x95x15
Modern Pine Recliner Model 3882,Recliner,Pine,White,Minimalist,FALSE,165x28x99
Marble Dining Table Model 2015,Dining Table,Marble,Red,Contemporary,TRUE,63x23x132
Deluxe Wood Chair Model 4222,Chair,Wood,Beige,Modern,TRUE,46x63x132
Glass Wardrobe Model 3876,Wardrobe,Glass,White,Bohemian,FALSE,169x82x35
Steel Table Model 6774,Table,Steel,Mahogany,Bohemian,TRUE,40x175x187
Marble Desk Model 7889,Desk,Marble,Oak Finish,Rustic,TRUE,73x27x37
Eco Bamboo Cabinet Model 2547,Cabinet,Bamboo,Red,Traditional,FALSE,34x31x177
Wood Cabinet Model 4776,Cabinet,Wood,Espresso,Industrial,TRUE,104x164x108
Extendable Plywood Dining Table Model 5158,Dining Table,Plywood,Green,Traditional,FALSE,58x152x182
Oak Stool Model 5702,Stool,Oak,Red,Minimalist,FALSE,108x72x131
Compact Glass Recliner Model 6316,Recliner,Glass,Brown,Contemporary,TRUE,197x55x124
Pine Recliner Model 8437,Recliner,Pine,White,Modern,TRUE,112x50x101
Slim Teak Chair Model 4241,Chair,Teak,Blue,Minimalist,TRUE,81x177x172
Plywood Wardrobe Model 5031,Wardrobe,Plywood,Espresso,Contemporary,TRUE,111x152x193
Pine Armchair Model 4941,Armchair,Pine,Mahogany,Mid-Century,FALSE,162x30x53
Fabric Dining Table Model 8988,Dining Table,Fabric,White,Contemporary,FALSE,147x108x167
Wood Bed Model 8259,Bed,Wood,Brown,Japanese,TRUE,162x106x168
Wicker Coffee Table Model 2643,Coffee Table,Wicker,White,Rustic,FALSE,66x29x180
Classic Aluminum Chair Model 1330,Chair,Aluminum,Natural,Rustic,FALSE,36x155x27
Marble Cabinet Model 5085,Cabinet,Marble,Espresso,Rustic,TRUE,126x24x56
Premium Wicker Dining Table Model 2633,Dining Table,Wicker,Red,Contemporary,TRUE,101x91x17
Marble Bed Model 4424,Bed,Marble,Gray,Minimalist,TRUE,17x39x194
Bamboo Bench Model 7482,Bench,Bamboo,Brown,Minimalist,TRUE,33x66x132
Compact Oak Chair Model 8555,Chair,Oak,Natural,Modern,TRUE,125x102x116
Modern Pine Table Model 1111,Table,Pine,Red,Industrial,FALSE,64x126x64
Classic Teak Dresser Model 1725,Dresser,Teak,Yellow,Mid-Century,TRUE,179x84x154
Leather Desk Model 3589,Desk,Leather,White,Modern,TRUE,195x183x76
Wood Table Model 4419,Table,Wood,Green,Modern,FALSE,79x187x161
Walnut Dining Table Model 3802,Dining Table,Walnut,Green,Japanese,FALSE,31x79x73
Bamboo Bench Model 5534,Bench,Bamboo,Mahogany,Japanese,TRUE,26x152x192
Eco Pine Table Model 6553,Table,Pine,Natural,Rustic,TRUE,27x191x38
Marble Bench Model 1952,Bench,Marble,Walnut Finish,Bohemian,TRUE,133x113x163
Pine Stool Model 9100,Stool,Pine,Walnut Finish,Rustic,FALSE,116x22x93
Slim Walnut Bookshelf Model 7160,Bookshelf,Walnut,Beige,Minimalist,FALSE,12x79x53
Plastic Desk Model 1932,Desk,Plastic,Green,Rustic,FALSE,179x187x138
Pine Dining Table Model 6529,Dining Table,Pine,Black,Mid-Century,TRUE,199x142x50
Corner Pine Recliner Model 2897,Recliner,Pine,Red,Modern,TRUE,107x24x104
Steel Table Model 6411,Table,Steel,Yellow,Mid-Century,FALSE,20x152x53
Fabric Coffee Table Model 7249,Coffee Table,Fabric,Mahogany,Contemporary,FALSE,21x77x79
Steel Wardrobe Model 5571,Wardrobe,Steel,Walnut Finish,Rustic,FALSE,47x113x136
Bamboo Table Model 6677,Table,Bamboo,Beige,Japanese,TRUE,94x41x68
Plywood Armchair Model 3896,Armchair,Plywood,Beige,Bohemian,FALSE,168x123x21
Aluminum Wardrobe Model 7733,Wardrobe,Aluminum,Brown,Modern,TRUE,85x48x11
Leather Armchair Model 2287,Armchair,Leather,Cream,Contemporary,TRUE,21x119x146
Walnut Bed Model 7978,Bed,Walnut,Brown,Industrial,FALSE,49x181x67
Modern Leather Armchair Model 1776,Armchair,Leather,Green,Modern,FALSE,31x92x19
Slim Pine Table Model 1227,Table,Pine,Red,Bohemian,FALSE,38x191x200
Wood Table Model 8753,Table,Wood,Walnut Finish,Mid-Century,TRUE,139x82x104
Fabric Nightstand Model 9674,Nightstand,Fabric,Green,Modern,FALSE,133x21x120
Fabric Dining Table Model 3610,Dining Table,Fabric,White,Modern,TRUE,151x69x86
Vintage Plastic Sofa Model 3474,Sofa,Plastic,Gray,Japanese,FALSE,55x200x103
Bamboo Recliner Model 7927,Recliner,Bamboo,Gray,Industrial,FALSE,81x186x23
Aluminum Sofa Model 6657,Sofa,Aluminum,Cream,Japanese,FALSE,83x186x129
Vintage Marble Coffee Table Model 9839,Coffee Table,Marble,Mahogany,Contemporary,TRUE,97x113x43
Bamboo Chair Model 2573,Chair,Bamboo,Gray,Bohemian,TRUE,48x101x135
Pine Chair Model 3759,Chair,Pine,Black,Bohemian,FALSE,193x71x127
Glass Chair Model 6522,Chair,Glass,Walnut Finish,Minimalist,TRUE,91x41x110
Walnut Armchair Model 8136,Armchair,Walnut,Green,Modern,TRUE,156x113x98
Walnut Coffee Table Model 7320,Coffee Table,Walnut,Oak Finish,Industrial,TRUE,43x102x72
Bamboo Coffee Table Model 3364,Coffee Table,Bamboo,Red,Industrial,TRUE,55x93x80
Wood Nightstand Model 1321,Nightstand,Wood,Espresso,Contemporary,FALSE,14x166x122
Teak Armchair Model 9159,Armchair,Teak,Gray,Contemporary,TRUE,172x83x40
Wood Chair Model 8160,Chair,Wood,Cream,Japanese,FALSE,141x83x71
Wood Dresser Model 5532,Dresser,Wood,Espresso,Japanese,TRUE,189x90x176
Wood Dining Table Model 9134,Dining Table,Wood,Mahogany,Contemporary,FALSE,80x154x184
Slim Fabric Dresser Model 1087,Dresser,Fabric,Blue,Traditional,TRUE,172x90x151
Corner Wood Dresser Model 1241,Dresser,Wood,Brown,Mid-Century,TRUE,50x126x118
Wicker Bookshelf Model 1071,Bookshelf,Wicker,Black,Industrial,TRUE,92x171x22
Walnut Sofa Model 6370,Sofa,Walnut,Yellow,Contemporary,FALSE,86x133x63
Premium Bamboo Table Model 8941,Table,Bamboo,Brown,Scandinavian,TRUE,140x52x138
Compact Pine Bench Model 3683,Bench,Pine,Natural,Mid-Century,TRUE,13x104x187
Bamboo Cabinet Model 6236,Cabinet,Bamboo,Blue,Modern,TRUE,39x58x94
Plastic Desk Model 2505,Desk,Plastic,Red,Modern,FALSE,182x98x13
Steel Nightstand Model 2972,Nightstand,Steel,Gray,Traditional,FALSE,32x141x16
Classic Oak Nightstand Model 2668,Nightstand,Oak,Black,Rustic,FALSE,76x171x20
Oak Bookshelf Model 6426,Bookshelf,Oak,Blue,Modern,TRUE,65x49x131
Oak Dining Table Model 7269,Dining Table,Oak,Yellow,Scandinavian,FALSE,124x67x140
Teak Armchair Model 1688,Armchair,Teak,Yellow,Industrial,TRUE,182x104x55
Marble Stool Model 1839,Stool,Marble,Natural,Bohemian,TRUE,115x21x122
Aluminum Bed Model 4335,Bed,Aluminum,Brown,Modern,FALSE,167x32x45
Bamboo Bench Model 4634,Bench,Bamboo,Oak Finish,Modern,FALSE,158x83x58
Plastic Dining Table Model 6733,Dining Table,Plastic,Gray,Bohemian,TRUE,31x178x88
Oak Bench Model 7108,Bench,Oak,Yellow,Rustic,TRUE,104x18x149
Steel Bench Model 7250,Bench,Steel,Walnut Finish,Rustic,TRUE,146x124x168
Walnut Recliner Model 4929,Recliner,Walnut,Green,Industrial,TRUE,42x60x12
Aluminum Bookshelf Model 4943,Bookshelf,Aluminum,Espresso,Industrial,TRUE,36x179x155
Vintage Wood Coffee Table Model 6314,Coffee Table,Wood,Espresso,Scandinavian,FALSE,14x76x11
Pine Table Model 9950,Table,Pine,Brown,Industrial,FALSE,119x141x87
Wood Armchair Model 3503,Armchair,Wood,Espresso,Mid-Century,TRUE,128x90x132
Compact Leather Dining Table Model 9248,Dining Table,Leather,Gray,Bohemian,FALSE,59x145x24
Extendable Glass Cabinet Model 8543,Cabinet,Glass,Gray,Japanese,TRUE,85x128x137
Premium Plywood Chair Model 6929,Chair,Plywood,Cream,Mid-Century,TRUE,36x10x154
Teak Dining Table Model 8543,Dining Table,Teak,Gray,Bohemian,TRUE,139x176x176
Premium Walnut Bed Model 7344,Bed,Walnut,Green,Contemporary,FALSE,139x184x144
Walnut Bed Model 8968,Bed,Walnut,Walnut Finish,Scandinavian,FALSE,196x51x104
Classic Bamboo Desk Model 7183,Desk,Bamboo,Cream,Rustic,FALSE,149x29x183
Extendable Marble Armchair Model 5677,Armchair,Marble,White,Scandinavian,FALSE,164x123x12
Steel Stool Model 2020,Stool,Steel,Natural,Contemporary,FALSE,153x195x11
Walnut Nightstand Model 5217,Nightstand,Walnut,Mahogany,Rustic,FALSE,151x156x21
Eco Walnut Bookshelf Model 4152,Bookshelf,Walnut,Beige,Industrial,FALSE,187x127x198
Corner Leather Cabinet Model 2637,Cabinet,Leather,Natural,Scandinavian,TRUE,118x190x118
Plastic Dining Table Model 8807,Dining Table,Plastic,Natural,Minimalist,FALSE,66x173x16
Oak Recliner Model 4467,Recliner,Oak,Beige,Japanese,TRUE,174x95x190
Fabric Dresser Model 7852,Dresser,Fabric,Black,Scandinavian,FALSE,15x83x30
Pine Bench Model 9855,Bench,Pine,Blue,Mid-Century,TRUE,70x171x197
Glass Armchair Model 5648,Armchair,Glass,Mahogany,Modern,TRUE,132x181x96
Aluminum Coffee Table Model 5514,Coffee Table,Aluminum,Brown,Mid-Century,FALSE,73x60x38
Bamboo Recliner Model 4703,Recliner,Bamboo,White,Mid-Century,TRUE,100x176x167
Leather Recliner Model 1524,Recliner,Leather,Green,Scandinavian,TRUE,122x143x80
Slim Plastic Coffee Table Model 2883,Coffee Table,Plastic,Walnut Finish,Japanese,FALSE,114x108x45
Marble Sofa Model 9372,Sofa,Marble,Yellow,Mid-Century,FALSE,97x171x42
Corner Walnut Bench Model 3452,Bench,Walnut,Blue,Rustic,FALSE,112x126x54
Premium Marble Desk Model 8589,Desk,Marble,Yellow,Japanese,FALSE,167x79x21
Plywood Dining Table Model 6151,Dining Table,Plywood,Natural,Modern,FALSE,36x68x142
Fabric Desk Model 7670,Desk,Fabric,Mahogany,Industrial,TRUE,70x167x44
Teak Stool Model 9597,Stool,Teak,Beige,Traditional,TRUE,101x175x74
Plywood Dining Table Model 4059,Dining Table,Plywood,Beige,Bohemian,FALSE,32x25x68
Leather Nightstand Model 5402,Nightstand,Leather,Blue,Mid-Century,TRUE,153x89x61
Plywood Recliner Model 6003,Recliner,Plywood,Walnut Finish,Modern,TRUE,115x47x133
Modern Plywood Dresser Model 7533,Dresser,Plywood,Blue,Japanese,TRUE,119x115x83
Extendable Plywood Coffee Table Model 8109,Coffee Table,Plywood,Oak Finish,Japanese,TRUE,155x31x11
Marble Chair Model 7426,Chair,Marble,Black,Bohemian,FALSE,89x96x89
Wood Dresser Model 8775,Dresser,Wood,Natural,Modern,FALSE,112x43x177
Oak Recliner Model 1069,Recliner,Oak,Brown,Scandinavian,FALSE,56x192x43
Plywood Bench Model 9297,Bench,Plywood,Cream,Contemporary,FALSE,185x60x24
Pine Recliner Model 2785,Recliner,Pine,Gray,Scandinavian,FALSE,105x112x155
Wood Sofa Model 1968,Sofa,Wood,Mahogany,Mid-Century,FALSE,26x40x136
Glass Bed Model 1015,Bed,Glass,Cream,Rustic,FALSE,18x15x114
Aluminum Bookshelf Model 7889,Bookshelf,Aluminum,White,Mid-Century,FALSE,72x89x157
Premium Pine Wardrobe Model 6544,Wardrobe,Pine,Cream,Bohemian,FALSE,25x91x59
Premium Fabric Wardrobe Model 5315,Wardrobe,Fabric,Walnut Finish,Mid-Century,TRUE,50x140x105
Glass Nightstand Model 9806,Nightstand,Glass,Mahogany,Contemporary,FALSE,101x163x173
Modern Walnut Recliner Model 4068,Recliner,Walnut,Blue,Traditional,FALSE,92x51x145
Pine Desk Model 2621,Desk,Pine,Gray,Japanese,FALSE,196x69x15
Plywood Dresser Model 9110,Dresser,Plywood,White,Traditional,FALSE,85x174x83
Slim Glass Dresser Model 6064,Dresser,Glass,Espresso,Scandinavian,FALSE,137x187x174
Walnut Wardrobe Model 5832,Wardrobe,Walnut,Mahogany,Japanese,FALSE,126x43x77
Corner Oak Coffee Table Model 8877,Coffee Table,Oak,Brown,Traditional,TRUE,179x85x36
Extendable Leather Table Model 1356,Table,Leather,Red,Modern,FALSE,153x84x84
Deluxe Marble Desk Model 5057,Desk,Marble,Beige,Scandinavian,TRUE,41x42x138
Leather Cabinet Model 6712,Cabinet,Leather,Blue,Contemporary,FALSE,22x56x82
Wood Bed Model 8693,Bed,Wood,Blue,Minimalist,TRUE,102x145x200
Glass Bookshelf Model 7207,Bookshelf,Glass,Brown,Minimalist,TRUE,176x47x67
Slim Glass Wardrobe Model 5509,Wardrobe,Glass,Walnut Finish,Rustic,TRUE,141x15x116
Steel Stool Model 6386,Stool,Steel,Mahogany,Industrial,FALSE,71x92x125
Teak Bookshelf Model 1336,Bookshelf,Teak,Blue,Traditional,TRUE,186x196x41
Bamboo Cabinet Model 2650,Cabinet,Bamboo,White,Modern,TRUE,110x88x173
Deluxe Steel Cabinet Model 2289,Cabinet,Steel,Cream,Contemporary,FALSE,151x139x159
Pine Stool Model 1849,Stool,Pine,Red,Mid-Century,FALSE,17x123x16
Plywood Nightstand Model 7589,Nightstand,Plywood,Mahogany,Japanese,FALSE,181x65x57
Eco Leather Armchair Model 4312,Armchair,Leather,White,Rustic,FALSE,49x10x136
Plastic Chair Model 1656,Chair,Plastic,Mahogany,Mid-Century,TRUE,122x164x142
Fabric Recliner Model 3671,Recliner,Fabric,Cream,Minimalist,TRUE,168x160x169
Teak Dining Table Model 7370,Dining Table,Teak,Oak Finish,Industrial,TRUE,142x86x102
Plastic Bookshelf Model 9934,Bookshelf,Plastic,Black,Traditional,FALSE,125x193x155
Bamboo Cabinet Model 3405,Cabinet,Bamboo,White,Bohemian,TRUE,35x117x100
Deluxe Wicker Sofa Model 6138,Sofa,Wicker,Yellow,Traditional,FALSE,149x199x136
Compact Wicker Sofa Model 4668,Sofa,Wicker,Cream,Minimalist,TRUE,175x124x156
Steel Dresser Model 5894,Dresser,Steel,Espresso,Industrial,FALSE,108x26x167
Oak Dining Table Model 7217,Dining Table,Oak,Black,Mid-Century,TRUE,46x38x15
Pine Table Model 9170,Table,Pine,Natural,Scandinavian,FALSE,179x166x154
Classic Walnut Nightstand Model 8603,Nightstand,Walnut,Oak Finish,Contemporary,FALSE,40x172x42
Extendable Glass Bench Model 7910,Bench,Glass,Beige,Japanese,TRUE,94x65x136
Marble Coffee Table Model 8662,Coffee Table,Marble,Gray,Scandinavian,TRUE,191x137x83
Pine Coffee Table Model 7475,Coffee Table,Pine,White,Scandinavian,FALSE,91x59x32
Oak Bed Model 3679,Bed,Oak,Walnut Finish,Minimalist,TRUE,147x135x44
Fabric Table Model 4159,Table,Fabric,Blue,Mid-Century,FALSE,176x86x74
Pine Bookshelf Model 7153,Bookshelf,Pine,Espresso,Modern,FALSE,183x157x176
Aluminum Coffee Table Model 4317,Coffee Table,Aluminum,Cream,Rustic,TRUE,157x193x46
Fabric Recliner Model 6812,Recliner,Fabric,Cream,Modern,TRUE,180x172x115
Modern Wood Bench Model 1963,Bench,Wood,Cream,Mid-Century,TRUE,99x32x175
Pine Sofa Model 2468,Sofa,Pine,Natural,Industrial,FALSE,125x43x14
Eco Wicker Recliner Model 5487,Recliner,Wicker,Yellow,Modern,FALSE,119x29x168
Pine Dining Table Model 7167,Dining Table,Pine,Green,Mid-Century,TRUE,194x95x23
Vintage Glass Bookshelf Model 2329,Bookshelf,Glass,Brown,Japanese,FALSE,177x105x97
Leather Armchair Model 8560,Armchair,Leather,Mahogany,Rustic,FALSE,102x200x127
Oak Stool Model 8808,Stool,Oak,White,Traditional,FALSE,31x25x96
Leather Table Model 1344,Table,Leather,Beige,Minimalist,TRUE,71x72x23
Slim Walnut Wardrobe Model 4044,Wardrobe,Walnut,Oak Finish,Bohemian,TRUE,117x35x106
Glass Bench Model 4600,Bench,Glass,Oak Finish,Mid-Century,TRUE,92x62x85
Bamboo Desk Model 9040,Desk,Bamboo,Yellow,Japanese,TRUE,172x116x48
Classic Wood Stool Model 7190,Stool,Wood,Walnut Finish,Traditional,FALSE,38x22x120
Slim Steel Coffee Table Model 1894,Coffee Table,Steel,Green,Traditional,TRUE,94x157x25
Steel Bookshelf Model 8688,Bookshelf,Steel,Black,Mid-Century,FALSE,182x61x36
Leather Wardrobe Model 7344,Wardrobe,Leather,Red,Japanese,FALSE,79x167x117
Corner Teak Bed Model 9376,Bed,Teak,White,Scandinavian,FALSE,148x142x89
Fabric Recliner Model 9833,Recliner,Fabric,Oak Finish,Traditional,TRUE,75x65x126
Marble Nightstand Model 7417,Nightstand,Marble,Green,Contemporary,FALSE,55x124x74
Oak Desk Model 1585,Desk,Oak,Gray,Japanese,FALSE,26x93x75
Compact Teak Recliner Model 6815,Recliner,Teak,Blue,Traditional,TRUE,108x125x48
